Respondent_ID,City,City_Tier,Gender,Age,Monthly_Household_Income,Education,Occupation,Skin_Type,Current_Monthly_Skincare_Spend_INR,Primary_Brand_Trust_Source,Eco_Awareness_Score_1to5,Willingness_to_Pay_Premium,Preferred_Ingredients,Preferred_Packaging,Products_Currently_Used,Preferred_Purchase_Channel,Purchase_Frequency,Satisfaction_Current_Brand_1to5,Likelihood_to_Switch_1to5,NPS_Score_0to10,Heard_of_Sustainable_Skincare,Trial_Intent,Ideal_Price_Point_30ml_Serum,Subscription_Interest,Primary_Social_Platform,Influencer_Trust_1to5,Certification_Importance,Income_Code,Education_Code,Purchase_Freq_Code,WTP_Premium_Code,Trial_Intent_Code,Subscription_Code,Certification_Code,Awareness_Code,City_Tier_Code,Price_Point_Code,NPS_Segment,Spend_Bucket,High_Eco_Aware,Switching_Risk,Positive_Trial_Intent,Age_Group
SKC1669,Mumbai,Tier 1,Male,28,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Dry,820.0,Social media influencer,2.2,0%,Ayurvedic / Herbal,Refillable containers,"Toner, Cleanser, Eye cream, Exfoliant",Brand website (D2C),Fortnightly,3,3,5.0,"Yes, use such products",Probably not,"Above ₹1,000",Not interested,Facebook,4.0,Extremely important,2,2,4,0,2,1,4,2,1,4,Detractor,500-1000,0,0,0,25-34
SKC1670,Kolkata,Tier 1,Female,40,"Below ₹25,000",High School,Salaried – Private,Oily,140.0,Online reviews,2.0,0%,Vegan & cruelty-free,Biodegradable packaging,"Eye cream, Toner, Moisturiser",Amazon / Flipkart,Monthly,3,3,5.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Somewhat interested,Facebook,4.0,Somewhat important,1,1,3,0,1,3,2,1,1,2,Detractor,<500,0,0,0,35-44
SKC1671,Ahmedabad,Tier 1,Male,23,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Oily,600.0,Brand website / ads,3.2,11–20%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Eye cream, Moisturiser",Instagram / Social commerce,Monthly,4,2,7.0,"Yes, aware but not tried",Neutral,₹300–₹600,Very interested,Twitter/X,3.0,Somewhat important,2,3,3,2,3,4,2,1,1,2,Passive,500-1000,0,0,0,18-24
SKC1672,Ahmedabad,Tier 1,Female,38,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Normal,1640.0,Brand website / ads,3.1,11–20%,Chemical-free / Natural,Minimalist paper packaging,"Cleanser, Toner, Eye cream",Offline retail,Every 2–3 months,5,1,10.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Neutral,YouTube,2.0,Somewhat important,3,3,2,2,1,2,2,1,1,4,Promoter,1001-2000,0,0,0,35-44
SKC1673,Ahmedabad,Tier 1,Female,38,"₹50,000–₹1,00,000",Undergraduate,Student,Sensitive,1670.0,Dermatologist recommendation,2.9,11–20%,Vegan & cruelty-free,Minimalist paper packaging,"Eye cream, Serum, Moisturiser, Sunscreen",Amazon / Flipkart,Monthly,3,2,7.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Instagram,2.0,Somewhat important,3,2,3,2,1,3,2,0,1,3,Passive,1001-2000,0,0,0,35-44
SKC1674,Coimbatore,Tier 2,Female,26,"Above ₹1,00,000",Postgraduate,Salaried – Private,Dry,2710.0,Dermatologist recommendation,2.3,11–20%,Chemical-free / Natural,No preference,"Eye cream, Cleanser, Moisturiser, Sunscreen",Amazon / Flipkart,Monthly,4,2,7.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Neutral,Facebook,5.0,Important,4,3,3,2,2,2,3,1,0,3,Passive,2001-3500,0,0,0,25-34
SKC1675,Mysuru,Tier 2,Female,36,"₹25,000–₹50,000",Undergraduate,Self-employed / Business,Normal,830.0,Family / Friends,3.1,5–10%,Clinically tested actives,Refillable containers,"Sunscreen, Cleanser, Exfoliant",Offline retail,Monthly,2,3,2.0,"Yes, aware but not tried",Neutral,"Above ₹1,000",Somewhat interested,Instagram,3.0,Not important,2,2,3,1,3,3,1,1,0,4,Detractor,500-1000,0,0,0,35-44
SKC1676,Bengaluru,Tier 1,Female,33,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Oily,350.0,Social media influencer,2.6,11–20%,Chemical-free / Natural,Minimalist paper packaging,"Face mask, Serum, Cleanser",Nykaa / Purplle,Every 2–3 months,2,5,1.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Instagram,4.0,Somewhat important,2,3,2,2,1,3,2,0,1,3,Detractor,<500,0,1,0,25-34
SKC1677,Kolkata,Tier 1,Female,29,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Sensitive,1810.0,Dermatologist recommendation,1.8,0%,Vegan & cruelty-free,Biodegradable packaging,"Cleanser, Eye cream, Exfoliant, Serum, Toner",Amazon / Flipkart,Monthly,4,2,7.0,"Yes, use such products",Probably not,Below ₹300,Neutral,Instagram,4.0,Somewhat important,3,3,3,0,2,2,2,2,1,1,Passive,1001-2000,0,0,0,25-34
SKC1678,Lucknow,Tier 2,Female,31,"Above ₹1,00,000",Postgraduate,Self-employed / Business,Normal,1800.0,Social media influencer,2.8,21–30%,No strong preference,No preference,"Serum, Face mask, Sunscreen, Eye cream, Exfoliant",Amazon / Flipkart,Fortnightly,5,1,7.0,"No, not aware",Definitely not,Below ₹300,Not interested,Instagram,1.0,Important,4,3,4,3,1,1,3,0,0,1,Passive,1001-2000,0,0,0,25-34
SKC1679,Lucknow,Tier 2,Female,34,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,2690.0,Dermatologist recommendation,2.8,5–10%,Chemical-free / Natural,Biodegradable packaging,"Toner, Sunscreen, Eye cream",Brand website (D2C),Monthly,5,1,8.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Neutral,Instagram,2.0,Important,3,2,3,1,1,2,3,1,0,4,Passive,2001-3500,0,0,0,25-34
SKC1680,Chennai,Tier 1,Female,27,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Oily,2230.0,Social media influencer,1.8,21–30%,Ayurvedic / Herbal,Biodegradable packaging,"Eye cream, Face mask, Sunscreen",Nykaa / Purplle,Every 2–3 months,5,1,10.0,"Yes, use such products",Definitely not,"₹600–₹1,000",Not interested,Snapchat,5.0,Extremely important,3,2,2,3,1,1,4,2,1,3,Promoter,2001-3500,0,0,0,25-34
SKC1681,Bengaluru,Tier 1,Male,23,"Above ₹1,00,000",Undergraduate,Salaried – Private,Combination,4770.0,Social media influencer,1.4,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Toner, Serum, Moisturiser, Face mask, Sunscreen",Amazon / Flipkart,Monthly,4,1,7.0,"Yes, use such products",Definitely not,₹300–₹600,Not interested,Instagram,2.0,Extremely important,4,2,3,1,1,1,4,2,1,2,Passive,3500+,0,0,0,18-24
SKC1682,Bengaluru,Tier 1,Female,36,"₹25,000–₹50,000",Undergraduate,Self-employed / Business,Oily,780.0,Social media influencer,2.8,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Serum, Face mask",Amazon / Flipkart,Rarely,1,5,4.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Somewhat interested,Instagram,3.0,Important,2,2,1,1,3,3,3,1,1,3,Detractor,500-1000,0,1,0,35-44
SKC1683,Visakhapatnam,Tier 2,Female,45,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,1720.0,Social media influencer,2.2,5–10%,Clinically tested actives,Recycled/recyclable packaging,"Face mask, Moisturiser",Amazon / Flipkart,Every 2–3 months,5,2,8.0,"Yes, use such products",Probably not,Below ₹300,Somewhat interested,YouTube,5.0,Important,3,2,2,1,2,3,3,2,0,1,Passive,1001-2000,0,0,0,45+
SKC1684,Kolkata,Tier 1,Female,23,"Above ₹1,00,000",Postgraduate,Self-employed / Business,Combination,1010.0,Social media influencer,3.4,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Serum, Sunscreen, Toner, Exfoliant",Offline retail,Every 2–3 months,2,5,7.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Somewhat interested,Instagram,4.0,Important,4,3,2,2,3,3,3,1,1,3,Passive,1001-2000,0,1,0,18-24
SKC1685,Indore,Tier 2,Female,47,"₹25,000–₹50,000",Undergraduate,Self-employed / Business,Oily,630.0,Social media influencer,1.7,5–10%,Chemical-free / Natural,Biodegradable packaging,"Exfoliant, Toner, Eye cream, Sunscreen",Amazon / Flipkart,Every 2–3 months,4,3,8.0,"Yes, use such products",Definitely not,₹300–₹600,Neutral,YouTube,5.0,Extremely important,2,2,2,1,1,2,4,2,0,2,Passive,500-1000,0,0,0,45+
SKC1686,Delhi,Tier 1,Male,29,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Oily,1500.0,Family / Friends,2.0,0%,Chemical-free / Natural,Biodegradable packaging,"Serum, Cleanser, Face mask",Amazon / Flipkart,Monthly,4,2,7.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Very interested,Facebook,5.0,Extremely important,3,2,3,0,2,4,4,1,1,4,Passive,1001-2000,0,0,0,25-34
SKC1687,Hyderabad,Tier 1,Female,33,"₹25,000–₹50,000",Postgraduate,Student,Dry,140.0,Brand website / ads,3.0,5–10%,Chemical-free / Natural,Refillable containers,"Sunscreen, Serum",Brand website (D2C),Monthly,3,4,8.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Somewhat interested,YouTube,4.0,Extremely important,2,3,3,1,1,3,4,1,1,3,Passive,<500,0,1,0,25-34
SKC1688,Bengaluru,Tier 1,Female,21,"₹50,000–₹1,00,000",Doctoral,Salaried – Private,Oily,1450.0,Dermatologist recommendation,3.8,5–10%,Ayurvedic / Herbal,Refillable containers,"Moisturiser, Eye cream, Face mask, Cleanser",Nykaa / Purplle,Monthly,1,5,0.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Very interested,Instagram,3.0,Important,3,4,3,1,2,4,3,1,1,4,Detractor,1001-2000,1,1,0,18-24
SKC1689,Ahmedabad,Tier 1,Male,37,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Oily,1210.0,Dermatologist recommendation,3.4,5–10%,Clinically tested actives,Recycled/recyclable packaging,"Cleanser, Eye cream, Toner, Moisturiser, Face mask",Offline retail,Every 2–3 months,5,1,9.0,"Yes, aware but not tried",Neutral,Below ₹300,Somewhat interested,Facebook,4.0,Important,2,3,2,1,3,3,3,1,1,1,Promoter,1001-2000,0,0,0,35-44
SKC1690,Pune,Tier 1,Female,35,"Below ₹25,000",Undergraduate,Salaried – Private,Sensitive,260.0,Dermatologist recommendation,2.7,5–10%,Vegan & cruelty-free,No preference,"Toner, Exfoliant, Eye cream",Amazon / Flipkart,Every 2–3 months,3,3,6.0,"Yes, use such products",Definitely not,₹300–₹600,Not interested,YouTube,4.0,Important,1,2,2,1,1,1,3,2,1,2,Detractor,<500,0,0,0,35-44
SKC1691,Hyderabad,Tier 1,Male,24,"Above ₹1,00,000",Postgraduate,Salaried – Government,Normal,3140.0,Dermatologist recommendation,3.6,11–20%,Chemical-free / Natural,Biodegradable packaging,"Moisturiser, Toner, Eye cream, Face mask, Serum",Nykaa / Purplle,Monthly,5,1,7.0,"No, not aware",Probably not,"Above ₹1,000",Very interested,Pinterest,2.0,Somewhat important,4,3,3,2,2,4,2,0,1,4,Passive,2001-3500,1,0,0,18-24
SKC1692,Bengaluru,Tier 1,Female,24,"₹25,000–₹50,000",Postgraduate,Freelancer,Oily,470.0,Social media influencer,3.9,5–10%,Vegan & cruelty-free,Biodegradable packaging,"Serum, Eye cream, Toner, Moisturiser",Nykaa / Purplle,Monthly,4,1,8.0,"Yes, aware but not tried",Neutral,Below ₹300,Neutral,Instagram,3.0,Important,2,3,3,1,3,2,3,1,1,1,Passive,<500,1,0,0,18-24
SKC1693,Chennai,Tier 1,Female,31,"₹25,000–₹50,000",Undergraduate,Freelancer,Oily,620.0,Social media influencer,2.7,5–10%,Clinically tested actives,Minimalist paper packaging,"Cleanser, Moisturiser, Face mask, Toner, Sunscreen",Instagram / Social commerce,Every 2–3 months,4,1,6.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Very interested,YouTube,3.0,Important,2,2,2,1,1,4,3,1,1,3,Detractor,500-1000,0,0,0,25-34
SKC1694,Hyderabad,Tier 1,Male,34,"₹50,000–₹1,00,000",Postgraduate,Homemaker,Sensitive,1780.0,Dermatologist recommendation,3.1,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Moisturiser, Eye cream, Sunscreen",Nykaa / Purplle,Rarely,5,1,10.0,"Yes, use such products",Neutral,"₹600–₹1,000",Neutral,Instagram,4.0,Extremely important,3,3,1,1,3,2,4,2,1,3,Promoter,1001-2000,0,0,0,25-34
SKC1695,Pune,Tier 1,Male,31,"₹50,000–₹1,00,000",Undergraduate,Student,Sensitive,2020.0,Social media influencer,2.5,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Exfoliant, Eye cream",Amazon / Flipkart,Every 2–3 months,3,3,6.0,"Yes, use such products",Probably would try,"Above ₹1,000",Somewhat interested,Instagram,3.0,Important,3,2,2,2,4,3,3,2,1,4,Detractor,2001-3500,0,0,1,25-34
SKC1696,Indore,Tier 2,Female,30,"Below ₹25,000",Postgraduate,Student,Normal,190.0,Brand website / ads,3.7,11–20%,Vegan & cruelty-free,Recycled/recyclable packaging,"Exfoliant, Sunscreen, Serum, Eye cream",Amazon / Flipkart,Every 2–3 months,4,2,7.0,"Yes, aware but not tried",Definitely not,Below ₹300,Neutral,Instagram,4.0,Somewhat important,1,3,2,2,1,2,2,1,0,1,Passive,<500,1,0,0,25-34
SKC1697,Lucknow,Tier 2,Non-binary / Prefer not to say,20,"Above ₹1,00,000",Undergraduate,Salaried – Government,Combination,2960.0,Online reviews,1.6,5–10%,Vegan & cruelty-free,Refillable containers,"Face mask, Sunscreen, Toner, Serum",Amazon / Flipkart,Fortnightly,1,5,3.0,"Yes, use such products",Neutral,"Above ₹1,000",Somewhat interested,Facebook,3.0,Extremely important,4,2,4,1,3,3,4,2,0,4,Detractor,2001-3500,0,1,0,18-24
SKC1698,Chennai,Tier 1,Male,33,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Oily,600.0,Family / Friends,2.1,11–20%,No strong preference,Biodegradable packaging,"Sunscreen, Face mask",Instagram / Social commerce,Monthly,5,1,10.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Somewhat interested,Facebook,5.0,Important,2,2,3,2,2,3,3,1,1,3,Promoter,500-1000,0,0,0,25-34
SKC1699,Agra,Tier 2,Female,39,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Combination,910.0,Social media influencer,2.8,11–20%,Clinically tested actives,Biodegradable packaging,"Exfoliant, Sunscreen, Toner, Eye cream, Moisturiser",Brand website (D2C),Weekly,5,1,7.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Very interested,YouTube,3.0,Important,2,3,5,2,1,4,3,1,0,2,Passive,500-1000,0,0,0,35-44
SKC1700,Patna,Tier 2,Female,31,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Combination,700.0,Dermatologist recommendation,1.7,0%,No strong preference,Recycled/recyclable packaging,"Eye cream, Exfoliant, Sunscreen, Cleanser",Nykaa / Purplle,Fortnightly,4,1,7.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Not interested,Facebook,3.0,Not important,2,2,4,0,1,1,1,1,0,2,Passive,500-1000,0,0,0,25-34
SKC1701,Kolkata,Tier 1,Male,26,"Above ₹1,00,000",Undergraduate,Self-employed / Business,Sensitive,4050.0,Social media influencer,3.6,5–10%,Chemical-free / Natural,No preference,"Face mask, Sunscreen, Moisturiser, Exfoliant, Serum",Amazon / Flipkart,Fortnightly,5,1,10.0,"Yes, use such products",Neutral,"₹600–₹1,000",Not interested,Instagram,3.0,Important,4,2,4,1,3,1,3,2,1,3,Promoter,3500+,1,0,0,25-34
SKC1702,Chennai,Tier 1,Male,44,"Above ₹1,00,000",Postgraduate,Salaried – Private,Dry,2650.0,Online reviews,3.4,21–30%,Clinically tested actives,Minimalist paper packaging,"Exfoliant, Face mask, Serum",Nykaa / Purplle,Every 2–3 months,5,1,10.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Not interested,Facebook,4.0,Extremely important,4,3,2,3,4,1,4,2,1,3,Promoter,2001-3500,0,0,1,35-44
SKC1703,Chennai,Tier 1,Female,42,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Dry,1280.0,Family / Friends,2.7,5–10%,Ayurvedic / Herbal,Biodegradable packaging,"Exfoliant, Moisturiser",Amazon / Flipkart,Every 2–3 months,4,1,5.0,"Yes, use such products",Neutral,"Above ₹1,000",Very interested,Facebook,5.0,Somewhat important,3,2,2,1,3,4,2,2,1,4,Detractor,1001-2000,0,0,0,35-44
SKC1704,Nagpur,Tier 2,Female,43,"Below ₹25,000",Undergraduate,Student,Dry,160.0,Social media influencer,2.8,5–10%,Ayurvedic / Herbal,Refillable containers,"Serum, Sunscreen",Nykaa / Purplle,Monthly,4,2,8.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Somewhat interested,Instagram,4.0,Not important,1,2,3,1,2,3,1,1,0,3,Passive,<500,0,0,0,35-44
SKC1705,Mumbai,Tier 1,Female,32,"₹50,000–₹1,00,000",Undergraduate,Student,Dry,1090.0,Online reviews,2.6,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Toner, Serum",Nykaa / Purplle,Monthly,4,2,6.0,"No, not aware",Definitely not,"₹600–₹1,000",Neutral,Facebook,4.0,Extremely important,3,2,3,1,1,2,4,0,1,3,Detractor,1001-2000,0,0,0,25-34
SKC1706,Hyderabad,Tier 1,Female,40,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,270.0,Social media influencer,2.7,11–20%,Vegan & cruelty-free,Biodegradable packaging,"Toner, Eye cream, Exfoliant, Sunscreen",Nykaa / Purplle,Every 2–3 months,3,3,5.0,"Yes, aware but not tried",Probably not,₹300–₹600,Not interested,Facebook,4.0,Somewhat important,2,2,2,2,2,1,2,1,1,2,Detractor,<500,0,0,0,35-44
SKC1707,Indore,Tier 2,Male,37,"₹25,000–₹50,000",Doctoral,Salaried – Private,Oily,590.0,Social media influencer,3.8,11–20%,Vegan & cruelty-free,Recycled/recyclable packaging,"Eye cream, Moisturiser, Serum",Amazon / Flipkart,Rarely,1,5,0.0,"Yes, use such products",Definitely would try,₹300–₹600,Very interested,Pinterest,4.0,Important,2,4,1,2,5,4,3,2,0,2,Detractor,500-1000,1,1,1,35-44
SKC1708,Kochi,Tier 2,Female,25,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Normal,1410.0,Online reviews,2.7,5–10%,Ayurvedic / Herbal,Refillable containers,"Toner, Exfoliant",Instagram / Social commerce,Every 2–3 months,4,1,5.0,"No, not aware",Definitely not,₹300–₹600,Somewhat interested,Facebook,4.0,Somewhat important,3,2,2,1,1,3,2,0,0,2,Detractor,1001-2000,0,0,0,25-34
SKC1709,Nagpur,Tier 2,Female,33,"Above ₹1,00,000",Postgraduate,Salaried – Private,Oily,2730.0,Family / Friends,3.8,21–30%,Clinically tested actives,Biodegradable packaging,"Face mask, Serum, Exfoliant, Moisturiser",Instagram / Social commerce,Every 2–3 months,4,1,8.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Not interested,Twitter/X,3.0,Somewhat important,4,3,2,3,2,1,2,1,0,4,Passive,2001-3500,1,0,0,25-34
SKC1710,Delhi,Tier 1,Male,33,"Above ₹1,00,000",Undergraduate,Salaried – Private,Oily,3470.0,Social media influencer,3.7,5–10%,No strong preference,Recycled/recyclable packaging,"Cleanser, Face mask, Exfoliant, Serum, Toner",Amazon / Flipkart,Monthly,5,1,9.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Somewhat interested,Instagram,5.0,Not important,4,2,3,1,1,3,1,1,1,4,Promoter,2001-3500,1,0,0,25-34
SKC1711,Bhopal,Tier 2,Non-binary / Prefer not to say,28,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,2630.0,Dermatologist recommendation,3.3,11–20%,Chemical-free / Natural,Biodegradable packaging,"Serum, Face mask, Exfoliant, Sunscreen, Eye cream",Instagram / Social commerce,Monthly,3,3,4.0,"Yes, use such products",Neutral,"₹600–₹1,000",Somewhat interested,Instagram,5.0,Important,3,2,3,2,3,3,3,2,0,3,Detractor,2001-3500,0,0,0,25-34
SKC1712,Mumbai,Tier 1,Female,23,"₹25,000–₹50,000",Postgraduate,Homemaker,Combination,980.0,Online reviews,3.6,11–20%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Sunscreen, Serum, Moisturiser, Toner",Amazon / Flipkart,Every 2–3 months,4,3,9.0,"Yes, use such products",Neutral,"₹600–₹1,000",Very interested,Pinterest,4.0,Extremely important,2,3,2,2,3,4,4,2,1,3,Promoter,500-1000,1,0,0,18-24
SKC1713,Delhi,Tier 1,Female,42,"₹50,000–₹1,00,000",Postgraduate,Student,Normal,1570.0,Online reviews,2.4,11–20%,Chemical-free / Natural,No preference,"Eye cream, Face mask, Sunscreen, Cleanser",Nykaa / Purplle,Monthly,5,1,8.0,"Yes, use such products",Probably not,"₹600–₹1,000",Not interested,Instagram,5.0,Extremely important,3,3,3,2,2,1,4,2,1,3,Passive,1001-2000,0,0,0,35-44
SKC1714,Bhopal,Tier 2,Female,25,"Below ₹25,000",Undergraduate,Self-employed / Business,Sensitive,210.0,Online reviews,2.9,0%,Clinically tested actives,Recycled/recyclable packaging,"Eye cream, Exfoliant, Moisturiser",Instagram / Social commerce,Monthly,5,1,7.0,"Yes, aware but not tried",Probably not,Below ₹300,Not interested,Twitter/X,4.0,Not important,1,2,3,0,2,1,1,1,0,1,Passive,<500,0,0,0,25-34
SKC1715,Indore,Tier 2,Female,21,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Normal,1300.0,Social media influencer,2.8,11–20%,Ayurvedic / Herbal,Refillable containers,"Sunscreen, Moisturiser, Serum, Toner, Eye cream",Amazon / Flipkart,Every 2–3 months,3,2,6.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Instagram,5.0,Not important,3,2,2,2,1,3,1,0,0,3,Detractor,1001-2000,0,0,0,18-24
SKC1716,Kochi,Tier 2,Female,21,"₹50,000–₹1,00,000",High School,Salaried – Private,Oily,1540.0,Brand website / ads,1.7,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Sunscreen, Exfoliant, Face mask",Brand website (D2C),Monthly,5,1,10.0,"Yes, use such products",Probably not,"₹600–₹1,000",Neutral,YouTube,2.0,Important,3,1,3,2,2,2,3,2,0,3,Promoter,1001-2000,0,0,0,18-24
SKC1717,Coimbatore,Tier 2,Female,24,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Combination,2100.0,Social media influencer,2.8,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Eye cream, Moisturiser, Face mask",Nykaa / Purplle,Monthly,4,2,7.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Neutral,Instagram,5.0,Somewhat important,3,2,3,2,2,2,2,1,0,3,Passive,2001-3500,0,0,0,18-24
SKC1718,Kolkata,Tier 1,Male,23,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Combination,650.0,Social media influencer,3.1,5–10%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Toner, Serum",Amazon / Flipkart,Monthly,4,2,8.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,YouTube,3.0,Important,2,2,3,1,1,1,3,0,1,3,Passive,500-1000,0,0,0,18-24
SKC1719,Delhi,Tier 1,Female,26,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Oily,1550.0,Brand website / ads,2.6,11–20%,Ayurvedic / Herbal,Biodegradable packaging,"Moisturiser, Cleanser",Amazon / Flipkart,Every 2–3 months,2,4,4.0,"Yes, aware but not tried",Definitely not,Below ₹300,Neutral,Twitter/X,4.0,Important,3,2,2,2,1,2,3,1,1,1,Detractor,1001-2000,0,1,0,25-34
SKC1720,Ahmedabad,Tier 1,Female,37,"₹50,000–₹1,00,000",High School,Student,Oily,1810.0,Social media influencer,2.1,5–10%,Vegan & cruelty-free,Refillable containers,"Exfoliant, Sunscreen, Serum, Moisturiser",Instagram / Social commerce,Monthly,3,2,5.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Snapchat,5.0,Somewhat important,3,1,3,1,1,3,2,0,1,3,Detractor,1001-2000,0,0,0,35-44
SKC1721,Vadodara,Tier 2,Male,28,"Below ₹25,000",Undergraduate,Self-employed / Business,Sensitive,190.0,Social media influencer,3.0,5–10%,Clinically tested actives,Biodegradable packaging,"Serum, Toner",Offline retail,Rarely,4,2,8.0,"Yes, aware but not tried",Probably not,₹300–₹600,Somewhat interested,Instagram,5.0,Important,1,2,1,1,2,3,3,1,0,2,Passive,<500,0,0,0,25-34
SKC1722,Delhi,Tier 1,Female,31,"Above ₹1,00,000",Undergraduate,Self-employed / Business,Combination,2140.0,Brand website / ads,2.6,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Moisturiser, Exfoliant",Nykaa / Purplle,Monthly,5,1,9.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Somewhat interested,Instagram,4.0,Extremely important,4,2,3,2,4,3,4,2,1,3,Promoter,2001-3500,0,0,1,25-34
SKC1723,Delhi,Tier 1,Male,22,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Combination,1120.0,Brand website / ads,4.4,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Serum, Sunscreen",Offline retail,Every 2–3 months,5,2,10.0,"Yes, aware but not tried",Neutral,"Above ₹1,000",Neutral,YouTube,2.0,Important,3,3,2,2,3,2,3,1,1,4,Promoter,1001-2000,1,0,0,18-24
SKC1724,Bengaluru,Tier 1,Male,27,"Below ₹25,000",Postgraduate,Salaried – Private,Dry,260.0,Online reviews,3.2,5–10%,No strong preference,Recycled/recyclable packaging,"Face mask, Serum",Instagram / Social commerce,Every 2–3 months,4,2,7.0,"Yes, use such products",Probably not,Below ₹300,Somewhat interested,Instagram,5.0,Important,1,3,2,1,2,3,3,2,1,1,Passive,<500,0,0,0,25-34
SKC1725,Nashik,Tier 2,Female,26,"₹50,000–₹1,00,000",High School,Salaried – Private,Combination,1510.0,Online reviews,2.5,5–10%,Chemical-free / Natural,No preference,"Eye cream, Cleanser, Moisturiser, Sunscreen, Serum",Instagram / Social commerce,Rarely,3,3,5.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,Pinterest,5.0,Somewhat important,3,1,1,1,1,1,2,0,0,3,Detractor,1001-2000,0,0,0,25-34
SKC1726,Nashik,Tier 2,Female,24,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,300.0,Online reviews,2.9,11–20%,Clinically tested actives,Biodegradable packaging,"Sunscreen, Toner, Eye cream, Serum",Instagram / Social commerce,Monthly,2,4,6.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Neutral,YouTube,2.0,Important,2,2,3,2,3,2,3,1,0,3,Detractor,<500,0,1,0,18-24
SKC1727,Pune,Tier 1,Female,19,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Normal,810.0,Social media influencer,3.0,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Sunscreen, Toner, Cleanser, Serum",Amazon / Flipkart,Monthly,3,3,7.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Neutral,Facebook,5.0,Extremely important,2,2,3,1,1,2,4,1,1,4,Passive,500-1000,0,0,0,18-24
